"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
45582,2016,"350000",1017,"Fiji Tropical Cyclone Flash Appeal 2016","Water Sanitation Hygiene","744","Oxfam","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43400,2016,"2686607",412,"Nigeria 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43400,2016,"2686607",412,"Nigeria 2016","Emergency Shelter and NFI","5298","Danish Refugee Council","Project Priority","High"
45706,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Water Sanitation Hygiene","744","Oxfam","No field questions","No field answers"
46813,2016,"0",464,"Afghanistan 2016","Health","4763","Handicap International - Humanity & Inclusion","No field questions","No field answers"
46327,2016,"0",417,"Democratic Republic of the Congo 2016","Coordination and support services","2986","International Organization for Migration","No field questions","No field answers"
46482,2016,"400000",506,"Sudan 2016","Emergency Shelter and NFI","8499","Oxfam America","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43804,2016,"7150000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Gender Marker","3-Not specified"
43804,2016,"7150000",465,"Syria regional refugee and resilience plan (3RP) 2016","Multi-sector","4399","Food and Agriculture Organization of the United Nations","Custom Location","Jordan"
44564,2016,"21751444",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","1"
44564,2016,"21751444",1059,"Republic of South Sudan 2016","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44529,2016,"500000",1059,"Republic of South Sudan 2016","Early Recovery","1503","Food for the Hungry","Project Priority","1"
44529,2016,"500000",1059,"Republic of South Sudan 2016","Early Recovery","1503","Food for the Hungry","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44691,2016,"1590000",1059,"Republic of South Sudan 2016","Protection","3244","INTERSOS Humanitarian Aid Organization","Project Priority","2"
44691,2016,"1590000",1059,"Republic of South Sudan 2016","Protection","3244","INTERSOS Humanitarian Aid Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43707,2016,"8904851",1118,"occupied Palestinian territory 2016","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering both West Bank and Gaza"
43707,2016,"8904851",1118,"occupied Palestinian territory 2016","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45714,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Health","2986","International Organization for Migration","No field questions","No field answers"
44548,2016,"9500000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44548,2016,"9500000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2986","International Organization for Migration","Project Priority","1"
44678,2016,"713108",1059,"Republic of South Sudan 2016","Protection","8581","Vétérinaires Sans Frontières - Suisse","Project Priority","1"
44678,2016,"713108",1059,"Republic of South Sudan 2016","Protection","8581","Vétérinaires Sans Frontières - Suisse","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44626,2016,"2200000",1059,"Republic of South Sudan 2016","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Project Priority","1"
44626,2016,"2200000",1059,"Republic of South Sudan 2016","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45715,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Food Security","2986","International Organization for Migration","No field questions","No field answers"
43728,2016,"4708620",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43728,2016,"4708620",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Top"
43728,2016,"4708620",1118,"occupied Palestinian territory 2016","Water Sanitation Hygiene","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43724,2016,"86977975",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43724,2016,"86977975",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43724,2016,"86977975",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45716,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Multi-sector","2986","International Organization for Migration","No field questions","No field answers"
43732,2016,"60444587",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43732,2016,"60444587",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43732,2016,"60444587",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45430,2016,"30900000",462,"Ukraine 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43726,2016,"2702631",1118,"occupied Palestinian territory 2016","Education","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43726,2016,"2702631",1118,"occupied Palestinian territory 2016","Education","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43726,2016,"2702631",1118,"occupied Palestinian territory 2016","Education","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43564,2016,"13732645",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just West Bank"
43564,2016,"13732645",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43564,2016,"13732645",1118,"occupied Palestinian territory 2016","Early Recovery","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43566,2016,"7504621",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just West Bank"
43566,2016,"7504621",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43566,2016,"7504621",1118,"occupied Palestinian territory 2016","Food Security","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
43730,2016,"1885684",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
43730,2016,"1885684",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
43730,2016,"1885684",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","0-No signs that gender issues were considered in project design"
43579,2016,"2699894",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
43579,2016,"2699894",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just West Bank"
43579,2016,"2699894",1118,"occupied Palestinian territory 2016","Protection","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","Other"
46611,2016,"253570603",506,"Sudan 2016","Food Security","3049","World Food Programme","Project Priority","a) 25%"
46611,2016,"253570603",506,"Sudan 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46601,2016,"38827862",506,"Sudan 2016","Nutrition","3049","World Food Programme","Project Priority","a) 25%"
46601,2016,"38827862",506,"Sudan 2016","Nutrition","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45976,2016,"2755462",1065,"Zimbabwe Humanitarian Response Plan 2016","Early Recovery","3001","International Rescue Committee","Gender Marker","3-Not specified"
46744,2016,"0",503,"Myanmar 2016","Protection","5298","Danish Refugee Council","No field questions","No field answers"
44987,2016,"4000000",501,"Somalia 2016","Early Recovery","4309","Cooperazione Internazionale - COOPI","Custom Location","South Central"
