"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
55189,2018,"3305998",1128,"Syria Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Project Grouping 2","NOT SPECIFIED"
55189,2018,"3305998",1128,"Syria Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Project Grouping 1","Protection"
55189,2018,"3305998",1128,"Syria Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55189,2018,"3305998",1128,"Syria Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Project Priority","NOT SPECIFIED"
55189,2018,"3305998",1128,"Syria Humanitarian Response Plan 2018","Protection","5298","Danish Refugee Council","Subset Of Plan","X"
55940,2018,"17150000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Project Priority","NOT SPECIFIED"
55940,2018,"17150000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Custom Location","Lebanon"
55940,2018,"17150000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5298","Danish Refugee Council","Gender Marker","3-Not specified"
55624,2018,"31394903",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","2915","United Nations Children's Fund","Project Priority","Top priority"
55624,2018,"31394903",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54525,2018,"1475150",5690,"Somalia Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Project Grouping 2","A - High"
54525,2018,"1475150",5690,"Somalia Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Project Grouping 1","Health"
54525,2018,"1475150",5690,"Somalia Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Custom Location","South Central"
54525,2018,"1475150",5690,"Somalia Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Project Priority","A - High"
54525,2018,"1475150",5690,"Somalia Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55659,2018,"140915910",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Response Type","Refugee"
55659,2018,"140915910",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55659,2018,"140915910",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","4397","United Nations High Commissioner for Refugees","Project Priority","Top priority"
55769,2018,"6611600",5681,"Sudan Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55769,2018,"6611600",5681,"Sudan Humanitarian Response Plan 2018","Health","4303","International Medical Corps US","Project Priority","High priority"
54117,2018,"43006883",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Grouping 1","Water, Sanitation and Hygiene"
54117,2018,"43006883",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Grouping 2","A - High"
54117,2018,"43006883",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2915","United Nations Children's Fund","Custom Location","Multi Zone"
54117,2018,"43006883",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","A - High"
54117,2018,"43006883",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54486,2018,"7062000",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2986","International Organization for Migration","Project Grouping 1","Water, Sanitation and Hygiene"
54486,2018,"7062000",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2986","International Organization for Migration","Project Grouping 2","A - High"
54486,2018,"7062000",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2986","International Organization for Migration","Project Priority","A - High"
54486,2018,"7062000",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2986","International Organization for Migration","Custom Location","NOT SPECIFIED"
54486,2018,"7062000",5690,"Somalia Humanitarian Response Plan 2018","Water Sanitation Hygiene","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54429,2018,"8896484",5690,"Somalia Humanitarian Response Plan 2018","Health","2986","International Organization for Migration","Project Grouping 2","A - High"
54429,2018,"8896484",5690,"Somalia Humanitarian Response Plan 2018","Health","2986","International Organization for Migration","Project Grouping 1","Health"
54429,2018,"8896484",5690,"Somalia Humanitarian Response Plan 2018","Health","2986","International Organization for Migration","Custom Location","NOT SPECIFIED"
54429,2018,"8896484",5690,"Somalia Humanitarian Response Plan 2018","Health","2986","International Organization for Migration","Project Priority","A - High"
54429,2018,"8896484",5690,"Somalia Humanitarian Response Plan 2018","Health","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54392,2018,"7404400",5690,"Somalia Humanitarian Response Plan 2018","Health","4293","United Nations Population Fund","Custom Location","Multi Zone"
54392,2018,"7404400",5690,"Somalia Humanitarian Response Plan 2018","Health","4293","United Nations Population Fund","Project Grouping 1","Health"
54392,2018,"7404400",5690,"Somalia Humanitarian Response Plan 2018","Health","4293","United Nations Population Fund","Project Grouping 2","A - High"
54392,2018,"7404400",5690,"Somalia Humanitarian Response Plan 2018","Health","4293","United Nations Population Fund","Project Priority","A - High"
54392,2018,"7404400",5690,"Somalia Humanitarian Response Plan 2018","Health","4293","United Nations Population Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53383,2018,"232000",5692,"South Sudan Humanitarian Response Plan 2018","Nutrition","7183","Johanniter International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53433,2018,"44198114",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Food Security","3049","World Food Programme","Project Grouping 1","Food Security Sector"
53433,2018,"44198114",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Food Security","3049","World Food Programme","Custom Location","Projects covering both West Bank and Gaza"
53433,2018,"44198114",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54919,2018,"815470",1128,"Syria Humanitarian Response Plan 2018","Food Security","3293","Dorcas Aid International","Project Grouping 2","NOT SPECIFIED"
54919,2018,"815470",1128,"Syria Humanitarian Response Plan 2018","Food Security","3293","Dorcas Aid International","Project Grouping 1","Food Security"
54919,2018,"815470",1128,"Syria Humanitarian Response Plan 2018","Food Security","3293","Dorcas Aid International","Subset Of Plan","X"
54919,2018,"815470",1128,"Syria Humanitarian Response Plan 2018","Food Security","3293","Dorcas Aid International","Project Priority","NOT SPECIFIED"
54919,2018,"815470",1128,"Syria Humanitarian Response Plan 2018","Food Security","3293","Dorcas Aid International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54928,2018,"569862",1128,"Syria Humanitarian Response Plan 2018","Health","3293","Dorcas Aid International","Project Grouping 1","Health"
54928,2018,"569862",1128,"Syria Humanitarian Response Plan 2018","Health","3293","Dorcas Aid International","Project Grouping 2","NOT SPECIFIED"
54928,2018,"569862",1128,"Syria Humanitarian Response Plan 2018","Health","3293","Dorcas Aid International","Subset Of Plan","X"
54928,2018,"569862",1128,"Syria Humanitarian Response Plan 2018","Health","3293","Dorcas Aid International","Project Priority","NOT SPECIFIED"
54928,2018,"569862",1128,"Syria Humanitarian Response Plan 2018","Health","3293","Dorcas Aid International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55827,2018,"12743978",5681,"Sudan Humanitarian Response Plan 2018","Education","3049","World Food Programme","Project Priority","High priority"
55827,2018,"12743978",5681,"Sudan Humanitarian Response Plan 2018","Education","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55872,2018,"123708409",5681,"Sudan Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Project Priority","Top priority"
55872,2018,"123708409",5681,"Sudan Humanitarian Response Plan 2018","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55847,2018,"80708467",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Response Type","Refugee"
55847,2018,"80708467",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Project Priority","Top priority"
55847,2018,"80708467",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55845,2018,"5273247",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Response Type","Refugee"
55845,2018,"5273247",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55845,2018,"5273247",5681,"Sudan Humanitarian Response Plan 2018","Multi-sector","3049","World Food Programme","Project Priority","Top priority"
55831,2018,"22752846",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","3049","World Food Programme","Project Priority","High priority"
55831,2018,"22752846",5681,"Sudan Humanitarian Response Plan 2018","Nutrition","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53134,2018,"505000",5692,"South Sudan Humanitarian Response Plan 2018","Water Sanitation Hygiene","5910","Rural Water and Sanitation Support Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
